sha_full	sha_short	date	status	surfaces	old_scope	new_type	new_scope	new_subject	old_subject	note
888b9c88fdf14c4e16e5143edcaaf615f1fe4e28	888b9c88	2026-09-13	ok	backend		fix	backend	fix(backend): resolve merge conflicts in Phase 32-35 routers	fix: resolve merge conflicts in Phase 32-35 routers	
0dff91cdea8c638e9ffa6111c7a4ad155ee8dbd9	0dff91cd	2026-09-13	ok	provider	provider	enrich	provider	enrich(provider): add validation, encoding helpers, constants to Phase 32-35 services	enrich(provider): add validation, encoding helpers, constants to Phase 32-35 services	R5: PRV phase/roadmap ladder keeps provider scope
dc586d5107bf15f378e61ec933766b823f99aef7	dc586d51	2026-09-13	ok	provider	provider	fix	provider	fix(provider): correct provider_id extraction in routers	fix(provider): correct provider_id extraction in routers	R5: PRV phase/roadmap ladder keeps provider scope
ff6dda620dad74e5e4b7e83bb3cf8e5e316148df	ff6dda62	2026-09-12	ok	provider	provider	fix	provider	fix(provider): correct router imports, auth pattern, and registry YAML	fix(provider): correct router imports, auth pattern, and registry YAML	R5: PRV phase/roadmap ladder keeps provider scope
98289296353e4190ecb0835867622701da0895d6	98289296	2026-09-12	ok	backend	user	docs	backend	docs(backend): mark USR-06, USR-32, USR-33, USR-29, USR-31, USR-39 done, USR-43a next	docs(user): mark USR-06, USR-32, USR-33, USR-29, USR-31, USR-39 done, USR-43a next	
117d8463c8b2f37a214ce7c4e63ed8460cb4213b	117d8463	2026-09-12	ok	backend	user	fix	backend	fix(backend): wire property linkage into asset create/list (USR-32)	fix(user): wire property linkage into asset create/list (USR-32)	
d47388eeb9b2c89e668f0d18e5d94ed819117b19	d47388ee	2026-09-12	needs_split	backend,customer-web	user	fix			fix(user): correct property assets to match real ASSETS schema (USR-06, USR-32)	
0b82bf5724f86619a77e675487154db1e958ebc7	0b82bf57	2026-09-12	ok	customer-web	user	feat	customer-web	feat(customer-web): Phase 6 - disputes management (USR-39)	feat(user): Phase 6 - disputes management (USR-39)	
ead271fb5d24f716beaa3312f217bcc2fcc9f3d8	ead271fb	2026-09-12	ok	customer-web	user	feat	customer-web	feat(customer-web): Phase 5 - recurring services (USR-31)	feat(user): Phase 5 - recurring services (USR-31)	
8e2b1e401323753510bb0c0ef58b9e442fb8b8bd	8e2b1e40	2026-09-12	ok	customer-web	user	feat	customer-web	feat(customer-web): Phase 4 - warranties (USR-29)	feat(user): Phase 4 - warranties (USR-29)	
a32772d705258fee9e2c0ba301c9a8b148c7d808	a32772d7	2026-09-12	ok	customer-web	user	feat	customer-web	feat(customer-web): Phase 3 - maintenance plans (USR-33)	feat(user): Phase 3 - maintenance plans (USR-33)	
301913e4c61d05f16f0422103659acd29fb06e74	301913e4	2026-09-12	ok	customer-web	user	feat	customer-web	feat(customer-web): Phase 2 - properties + property assets (USR-06, USR-32)	feat(user): Phase 2 - properties + property assets (USR-06, USR-32)	
f1682422436fe1d42088cac13d55f78dab0c5b9b	f1682422	2026-09-12	ok	backend	user	docs	backend	docs(backend): add user-backend-implementation.md, mark USR-03 and USR-24 done	docs(user): add user-backend-implementation.md, mark USR-03 and USR-24 done	
65517457f79a63781b0e18bc07218fc0c9479bca	65517457	2026-09-12	needs_split	backend,customer-web	user	feat			feat(user): Phase 8 - approve/decline provider change requests (USR-24)	
0851e435bb6232b88d4cbec561dddad7158c0a7d	0851e435	2026-09-12	ok	customer-web	user	feat	customer-web	feat(customer-web): Phase 1 - customer onboarding (USR-03)	feat(user): Phase 1 - customer onboarding (USR-03)	
bf1ef93af5b8bf869dce09de4c640781736a9ca3	bf1ef93a	2026-09-11	ok	provider	provider	docs	provider	docs(provider): mark PRV-29 done, PRV-30 next	docs(provider): mark PRV-29 done, PRV-30 next	R5: PRV phase/roadmap ladder keeps provider scope
422344a58a19dfbf863fe8d0d299ee320f4ad70d	422344a5	2026-09-11	ok	provider	provider	docs	provider	docs(provider): mark PRV-28 done, PRV-29 next	docs(provider): mark PRV-28 done, PRV-29 next	R5: PRV phase/roadmap ladder keeps provider scope
1edb8368e5f89cad4b4c404e3088511f660765af	1edb8368	2026-09-11	ok	provider	provider	docs	provider	docs(provider): mark PRV-27 done, PRV-28 next	docs(provider): mark PRV-27 done, PRV-28 next	R5: PRV phase/roadmap ladder keeps provider scope
07ef1306a848be1eb11fca2fa8d1737a138d7067	07ef1306	2026-09-13	ok	provider	provider	fix	provider	fix(provider): critical audit fixes across modules 1, 3, 14-15, 17-19, 21, 23, 31	fix(provider): critical audit fixes across modules 1, 3, 14-15, 17-19, 21, 23, 31	R5: PRV phase/roadmap ladder keeps provider scope
c211d041080b2569fb14c49f3329b7a1a48065a5	c211d041	2026-09-13	ok	provider	provider	feat	provider	feat(provider): disputes (Phase 39) — provider-side dispute view, evidence, responses	feat(provider): disputes (Phase 39) — provider-side dispute view, evidence, responses	R5: PRV phase/roadmap ladder keeps provider scope
67c44d145ce47c9af35d56381b7307a73f507db1	67c44d14	2026-09-13	ok	provider	provider	fix	provider	fix(provider): wire portfolio/notifications/dsl adapters in composition	fix(provider): wire portfolio/notifications/dsl adapters in composition	R5: PRV phase/roadmap ladder keeps provider scope
6c514f68593dec6233f3ddc2c4ee54c63ae69982	6c514f68	2026-09-13	ok	provider	provider	feat	provider	feat(provider): DSL cancellation & rescheduling (Phase 38) — requests, execution logs, metrics	feat(provider): DSL cancellation & rescheduling (Phase 38) — requests, execution logs, metrics	R5: PRV phase/roadmap ladder keeps provider scope
3151533a4e69d716a82083ef2b2d6c7e83eb3b20	3151533a	2026-09-13	ok	backend	customer	fix	backend	fix(backend): change-request SCOPE no-op, atomicity, and 500s	fix(customer): change-request SCOPE no-op, atomicity, and 500s	
fd05834929b489066a48f3d2a718e290c17a082b	fd058349	2026-09-13	ok	backend	customer	fix	backend	fix(backend): security + business-logic audit fixes across 6 domains	fix(customer): security + business-logic audit fixes across 6 domains	
87fab31098de9ee7407988099051cf21876b738f	87fab310	2026-09-13	ok	provider	provider	feat	provider	feat(provider): notifications (Phase 37) — list, get, mark-read, unread-count	feat(provider): notifications (Phase 37) — list, get, mark-read, unread-count	R5: PRV phase/roadmap ladder keeps provider scope
0325e1d6b4e5a77be01545af5138178ce1d79496	0325e1d6	2026-09-13	ok	provider	provider	feat	provider	feat(provider): portfolio (Phase 36) — CRUD with validation and encoding	feat(provider): portfolio (Phase 36) — CRUD with validation and encoding	R5: PRV phase/roadmap ladder keeps provider scope
ebda52973f70ad6f288942c083d8d45f5dc2b9f0	ebda5297	2026-09-12	ok	provider	provider	feat	provider	feat(provider): ranking & reputation (Phase 35) — get, leaderboard	feat(provider): ranking & reputation (Phase 35) — get, leaderboard	R5: PRV phase/roadmap ladder keeps provider scope
ca324d149100a9a3088cf17ec08fe671a7c282d5	ca324d14	2026-09-12	ok	provider	provider	feat	provider	feat(provider): performance KPIs (Phase 34) — list, summary	feat(provider): performance KPIs (Phase 34) — list, summary	R5: PRV phase/roadmap ladder keeps provider scope
d7a02049082002e248e6f435388a9cc5b6c65029	d7a02049	2026-09-12	ok	provider	provider	feat	provider	feat(provider): ratings & reviews (Phase 33) — list, detail, summary	feat(provider): ratings & reviews (Phase 33) — list, detail, summary	R5: PRV phase/roadmap ladder keeps provider scope
f6144385d6728fdcc39a7224a61b1177cb12eb76	f6144385	2026-09-12	ok	provider	provider	feat	provider	feat(provider): invoices & statements (Phase 32) — list, get, summary	feat(provider): invoices & statements (Phase 32) — list, get, summary	R5: PRV phase/roadmap ladder keeps provider scope
591c35352b7361bb372fafe071d86102514877bb	591c3535	2026-09-12	ok	provider	provider	feat	provider	feat(provider): provider notifications (Phase 32) - history, unread count, mark-read	feat(provider): provider notifications (Phase 32) - history, unread count, mark-read	R5: PRV phase/roadmap ladder keeps provider scope
78e19b052c2fc3506b0964fb11ebd6293139075e	78e19b05	2026-09-12	ok	provider	provider	feat	provider	feat(provider): commission & fees (Phase 31) - rates, apply, history, totals	feat(provider): commission & fees (Phase 31) - rates, apply, history, totals	R5: PRV phase/roadmap ladder keeps provider scope
5a35f6243fb6e3f6438c3a2ec147b8053136a0e3	5a35f624	2026-09-12	ok	provider	provider	feat	provider	feat(provider): payout management (Phase 30) - payout methods + withdraw lifecycle	feat(provider): payout management (Phase 30) - payout methods + withdraw lifecycle	R5: PRV phase/roadmap ladder keeps provider scope
6fe6c2c16c13e82d5e4b9c9f680c9c8e10029219	6fe6c2c1	2026-09-11	ok	provider	provider	feat	provider	feat(provider): provider wallet (Phase 29) - balances + full transaction history	feat(provider): provider wallet (Phase 29) - balances + full transaction history	R5: PRV phase/roadmap ladder keeps provider scope
39ec0f166984ffd69560eb8cb065edf85888b365	39ec0f16	2026-09-11	ok	provider	provider	feat	provider	feat(provider): earnings module (Phase 28) - summary stats + transaction ledger	feat(provider): earnings module (Phase 28) - summary stats + transaction ledger	R5: PRV phase/roadmap ladder keeps provider scope
f1f21ccca10cd2fd83d0b61c93f3a0bc4f1fb597	f1f21ccc	2026-09-11	ok	provider	provider	feat	provider	feat(provider): final billing preview (Phase 27) - read-only breakdown, taxes, approved changes	feat(provider): final billing preview (Phase 27) - read-only breakdown, taxes, approved changes	R5: PRV phase/roadmap ladder keeps provider scope
c2fbeaf27345ea428b28605eb07f19bff6352883	c2fbeaf2	2026-09-11	ok	provider	provider	docs	provider	docs(provider): mark PRV-25 and PRV-26 done	docs(provider): mark PRV-25 and PRV-26 done	R5: PRV phase/roadmap ladder keeps provider scope
d0872e0f50482844f36f02d56ef1b713e4317bc4	d0872e0f	2026-09-11	ok	provider	provider	feat	provider	feat(provider): job completion (Phase 25) + sign-off reviews (Phase 26)	feat(provider): job completion (Phase 25) + sign-off reviews (Phase 26)	R5: PRV phase/roadmap ladder keeps provider scope
8256015530e8cfe71ab947564388ddbb57a51e76	82560155	2026-09-10	ok	provider	provider	docs	provider	docs(provider): roadmap - PRV-24 done, PRV-25 next	docs(provider): roadmap - PRV-24 done, PRV-25 next	R5: PRV phase/roadmap ladder keeps provider scope
d51dada1e2d46160ed6c119ba97a777679cd1a3c	d51dada1	2026-09-10	ok	provider	provider	feat	provider	feat(provider): Phase 24 - materials & expenses (booking material lines: item/qty/unit_cost/amount + receipt/photo/invoice attachments, per-currency summary feeding the final invoice)	feat(provider): Phase 24 - materials & expenses (booking material lines: item/qty/unit_cost/amount + receipt/photo/invoice attachments, per-currency summary feeding the final invoice)	R5: PRV phase/roadmap ladder keeps provider scope
47a0469ce8d48320e69ceaf02457b2fbac76c3bb	47a0469c	2026-09-10	ok	provider	provider	docs	provider	docs(provider): roadmap - PRV-23 done, PRV-24 next	docs(provider): roadmap - PRV-23 done, PRV-24 next	R5: PRV phase/roadmap ladder keeps provider scope
00b2d8ea20e40a097268bdf63af7a2c6029bd50b	00b2d8ea	2026-09-10	ok	provider	provider	feat	provider	feat(provider): Phase 23 - change request (scope-change submissions: reason, new work, additional labour/materials/time/price, supporting photos; withdraw guard; WITHDRAWN status)	feat(provider): Phase 23 - change request (scope-change submissions: reason, new work, additional labour/materials/time/price, supporting photos; withdraw guard; WITHDRAWN status)	R5: PRV phase/roadmap ladder keeps provider scope
e2f66d184a2e93e5888a72730a9e77ffbde90281	e2f66d18	2026-09-10	ok	provider	provider	docs	provider	docs(provider): roadmap - PRV-21/PRV-22 done, PRV-23 next	docs(provider): roadmap - PRV-21/PRV-22 done, PRV-23 next	R5: PRV phase/roadmap ladder keeps provider scope
ffdbb84aebd18c9d4cfdd9727f2fa87918be700e	ffdbb84a	2026-09-10	ok	provider	provider	feat	provider	feat(provider): Phase 22 - evidence & job documentation (booking evidence: before/during/after photos, videos, notes, measurements, customer instructions, replacement parts)	feat(provider): Phase 22 - evidence & job documentation (booking evidence: before/during/after photos, videos, notes, measurements, customer instructions, replacement parts)	R5: PRV phase/roadmap ladder keeps provider scope
15854c424caef9786e0f1d1a9e4085b2b5f45574	15854c42	2026-09-10	ok	provider	provider	feat	provider	feat(provider): Phase 21 - job checklist (per-service template CRUD, instantiate on booking, item completion, progress)	feat(provider): Phase 21 - job checklist (per-service template CRUD, instantiate on booking, item completion, progress)	R5: PRV phase/roadmap ladder keeps provider scope
0eff3dada438d501737ba5aba894e4fb697491bf	0eff3dad	2026-09-10	ok	provider	provider	docs	provider	docs(provider): mark PRV-20 done, PRV-21 next	docs(provider): mark PRV-20 done, PRV-21 next	R5: PRV phase/roadmap ladder keeps provider scope
3cb3f76952a2fa4f54732548bd1ee4866ee9874a	3cb3f769	2026-09-10	ok	provider	provider	feat	provider	feat(provider): Phase 20 - start service with job timer (start, start-status)	feat(provider): Phase 20 - start service with job timer (start, start-status)	R5: PRV phase/roadmap ladder keeps provider scope
2ec1656883ca4e977bc78085c604b27cd2b3440e	2ec16568	2026-09-10	ok	provider	provider	docs	provider	docs(provider): mark PRV-14..19 done, PRV-20 next (roadmap sync)	docs(provider): mark PRV-14..19 done, PRV-20 next (roadmap sync)	R5: PRV phase/roadmap ladder keeps provider scope
1d892895628c7b4c32108d749b5e65284bb0bf3f	1d892895	2026-09-08	ok	provider	provider	feat	provider	feat(provider): Phase 19 — arrival with GPS + PIN verification (arrive, verify-pin, arrival-status)	feat(provider): Phase 19 — arrival with GPS + PIN verification (arrive, verify-pin, arrival-status)	R5: PRV phase/roadmap ladder keeps provider scope
ede4df1bf1c6fd76f8f967befd57f35c8d8ef8d9	ede4df1b	2026-09-08	ok	provider	provider	feat	provider	feat(provider): Phase 18 — navigation & live tracking (start-trip, update-location, record-location, end-trip, get-location, nav-info)	feat(provider): Phase 18 — navigation & live tracking (start-trip, update-location, record-location, end-trip, get-location, nav-info)	R5: PRV phase/roadmap ladder keeps provider scope
bf13c1fe53d6407c03a18ac7b8d30a93b8eb5e7f	bf13c1fe	2026-09-08	ok	provider	provider	feat	provider	feat(provider): Phase 17 — provider messaging (conversation, list, send, unread)	feat(provider): Phase 17 — provider messaging (conversation, list, send, unread)	R5: PRV phase/roadmap ladder keeps provider scope
467b06fe14cc5c44cb4064db92e5632b64d5036f	467b06fe	2026-09-08	ok	provider	provider	feat	provider	feat(provider): Phase 16 — booking details, timeline, message count	feat(provider): Phase 16 — booking details, timeline, message count	R5: PRV phase/roadmap ladder keeps provider scope
492b2c7f963bac9edaaad32d2ebe6ec89a7aac1e	492b2c7f	2026-09-08	ok	provider	provider	feat	provider	feat(provider): Phase 15 — provider calendar (range, day, week, month, agenda, overlap-check)	feat(provider): Phase 15 — provider calendar (range, day, week, month, agenda, overlap-check)	R5: PRV phase/roadmap ladder keeps provider scope
1e0d07803332ddde934c89cdd53e5cde0ac5061e	1e0d0780	2026-09-08	ok	provider	provider	feat	provider	feat(provider): Phase 14 — provider booking operations (feed, get, ack, ack_status)	feat(provider): Phase 14 — provider booking operations (feed, get, ack, ack_status)	R5: PRV phase/roadmap ladder keeps provider scope
b0b799952756ebe2f89c1d9f0e542f6868145936	b0b79995	2026-09-08	ok	provider	provider	feat	provider	feat(provider): Phase 14 — provider booking feed, detail, and acknowledgement	feat(provider): Phase 14 — provider booking feed, detail, and acknowledgement	R5: PRV phase/roadmap ladder keeps provider scope
62c2aa117fd7b11b9ae98eb63acab2c8ae6e569b	62c2aa11	2026-09-08	ok	provider	provider	feat	provider	feat(provider): Phase 14 — provider booking feed, detail, and acknowledgement	feat(provider): Phase 14 — provider booking feed, detail, and acknowledgement	R5: PRV phase/roadmap ladder keeps provider scope
da14b54b13f98791950dd9bfaf3500cce7d86a1c	da14b54b	2026-09-08	ok	backend		feat	backend	feat(backend): add provider professional quotations — breakdown, draft/submit/withdraw, attachments (Provider Req Phase 13)	Add provider professional quotations — breakdown, draft/submit/withdraw, attachments (Provider Req Phase 13)	
6b83a6e866201c035782432fb37389a7975ed33a	6b83a6e8	2026-09-08	ok	backend		docs	backend	docs(backend): document page-to-module-to-dev git flow for provider phases	Document page-to-module-to-dev git flow for provider phases	
3deefba03f6f7c21f9fb1ada0ce36b51c6760a28	3deefba0	2026-09-08	ok	backend		feat	backend	feat(backend): add provider matching engine interaction — eligibility signals + match insights (Provider Req Phase 12)	Add provider matching engine interaction — eligibility signals + match insights (Provider Req Phase 12)	
0662ca8da09bbe0d5818e46bdf4b79ea2abec080	0662ca8d	2026-09-08	ok	backend		feat	backend	feat(backend): add provider incoming requests — matched feed, accept/decline/quote/ask, response ledger (Provider Req Phase 11)	Add provider incoming requests — matched feed, accept/decline/quote/ask, response ledger (Provider Req Phase 11)	
0ad5f561d7b6b45cb16eda6f7f5c8b6fcb9dcb2c	0ad5f561	2026-09-08	ok	backend		feat	backend	feat(backend): add provider dashboard — attention items, primary stats, earnings & performance (Provider Req Phase 10)	Add provider dashboard — attention items, primary stats, earnings & performance (Provider Req Phase 10)	
b06a3f0dba8b20069bb041bfe84a7c3e67408f16	b06a3f0d	2026-09-08	ok	backend		feat	backend	feat(backend): add provider availability — weekly hours, online toggle, vacation & time-off (Provider Req Phase 9)	Add provider availability — weekly hours, online toggle, vacation & time-off (Provider Req Phase 9)	
bf66bb9025234bbe00e5f09919bfa39bb34f3ec5	bf66bb90	2026-09-08	ok	backend		feat	backend	feat(backend): add provider service areas — location/radius entries, travel policy, exclusions (Provider Req Phase 8)	Add provider service areas — location/radius entries, travel policy, exclusions (Provider Req Phase 8)	
9fee20473a8783d73e68fe6c1508ad2f416bbc58	9fee2047	2026-09-08	ok	backend		feat	backend	feat(backend): add provider pricing — five models, per-service, parent-config sync (Provider Req Phase 7)	Add provider pricing — five models, per-service, parent-config sync (Provider Req Phase 7)	
5fdf20fd9f343b6b9553562b8e32260f7364557b	5fdf20fd	2026-09-05	ok	backend		feat	backend	feat(backend): add provider service configuration with approval workflow (phase 6)	Add provider service configuration with approval workflow (phase 6)	
85aba565101ffaa37f4d18c9f2ba728063019a76	85aba565	2026-09-05	ok	backend		feat	backend	feat(backend): add provider identity documents and verification workflow (Provider Req Phase 5)	Add provider identity documents and verification workflow (Provider Req Phase 5)	
1bb43dede0503762f53d1adfbd357a10aaaaa67d	1bb43ded	2026-09-05	ok	backend		feat	backend	feat(backend): add provider business profile — upsert, get, delete (Provider Req Phase 4)	Add provider business profile — upsert, get, delete (Provider Req Phase 4)	
c9133506da8744423f50222d7f6438ea58202d87	c9133506	2026-09-04	ok	backend		feat	backend	feat(backend): add provider profile - private profile and public preview (Provider Req Phase 3)	Add provider profile - private profile and public preview (Provider Req Phase 3)	
8323a1175ebc37cd65b8c4198e969051372427d5	8323a117	2026-09-04	ok	backend		feat	backend	feat(backend): add provider onboarding - 7-step guided flow (Provider Req Phase 2)	Add provider onboarding - 7-step guided flow (Provider Req Phase 2)	
7c341962e99b057d06b817abbdf9f5e8415266da	7c341962	2026-09-04	ok	backend		chore	backend	chore(backend): make provider location optional for progressive registration (Phase 1 fix)	Make provider location optional for progressive registration (Phase 1 fix)	
6203dd32ec2c62cddd79e56188cf404c928a2919	6203dd32	2026-09-04	ok	backend		feat	backend	feat(backend): add provider registration and authentication (Provider Req Phase 1)	Add provider registration and authentication (Provider Req Phase 1)	
3f92399634abcb1e26206a76703c8c95eaf96661	3f923996	2026-09-04	ok	provider-web		chore	provider-web	chore(provider-web): scaffold the provider web app UI	Scaffold the provider web app UI	
7028479b31576180c40404e8580ee8520a2744ac	7028479b	2026-09-04	ok	backend		refactor	backend	refactor(backend): split business requirements into user and provider docs	Split business requirements into user and provider docs	
d54a5190ba15b72a60922e7afb3c3798d99dd306	d54a5190	2026-09-04	overridden	backend		docs	repo	docs(repo): add client attribution implementation document and update READMEs	Add client attribution implementation document and update READMEs	docs + READMEs only
26c53e031f415d68bf608276f6352e1a22526f35	26c53e03	2026-09-04	needs_split	customer-mobile,customer-web,provider-web		feat			Wire client attribution headers into web-user, mobile and web-provider clients	client attribution headers touch customer-web + customer-mobile + provider-web (R4)
56749f43f8cc262b0c53c743f41f91b402ab015a	56749f43	2026-09-04	needs_split	backend		feat			Add client attribution unit and integration tests	client attribution tests span multiple surfaces (R4)
65d34cdc08e6bcb42616420ad72ab21d57ad1c70	65d34cdc	2026-09-04	ok	backend		feat	backend	feat(backend): add shell-aware client axis to screen registry	Add shell-aware client axis to screen registry	
21aff03d21f87a57452b08ea204414ccedad6c5b	21aff03d	2026-09-04	ok	backend		chore	backend	chore(backend): propagate client shell context into logs, request and event context	Propagate client shell context into logs, request and event context	
295fce163141705e8d1064f5b2adbf39c8387963	295fce16	2026-09-04	ok	backend		feat	backend	feat(backend): add ClientContextMiddleware to resolve client shell per request	Add ClientContextMiddleware to resolve client shell per request	
d36407ad78197bf1457456c43c761a143e989d8c	d36407ad	2026-09-04	ok	backend		feat	backend	feat(backend): add client registry and X-Client-ID attribution headers	Add client registry and X-Client-ID attribution headers	
35511867b4dff86d763bb310941400185e1d43a8	35511867	2026-09-04	overridden	cicd,customer-mobile,customer-web,provider-web		refactor	repo	refactor(repo): nest web-user and web-provider under a common web/ folder	Nest web-user and web-provider under a common web/ folder	structural: nest web-user and web-provider under web/ (Ruling 2)
ed420407f0a34002400c3a97305e61bf013f535c	ed420407	2026-09-04	overridden	cicd,customer-mobile		refactor	repo	refactor(repo): split frontend/web into web-user and web-provider	Split frontend/web into web-user and web-provider	structural: split frontend/web into web-user and web-provider (Ruling 2)
df5573d4e5794620f736fa64aec59cfcf8b957f1	df5573d4	2026-09-04	ok	customer-web		feat	customer-web	feat(customer-web): add web i18n coverage for the activity route	Add web i18n coverage for the activity route	
f975bda9910b9b6db8f07e162b372b75162de7ed	f975bda9	2026-09-04	ok	customer-web		feat	customer-web	feat(customer-web): add web i18n coverage for the support route group	Add web i18n coverage for the support route group	
1b56f346f1bd7939041378f279ea7faa098ca3da	1b56f346	2026-09-04	ok	customer-web		feat	customer-web	feat(customer-web): add web i18n coverage for the rewards route group	Add web i18n coverage for the rewards route group	
a2a7feccf5df59ea13fa17bc70d0c8a39611bf05	a2a7fecc	2026-09-04	ok	customer-web		feat	customer-web	feat(customer-web): add web i18n coverage for the billing route group	Add web i18n coverage for the billing route group	
cf70df83917a9adf534fd5de11499599b91b6236	cf70df83	2026-09-04	ok	customer-web		feat	customer-web	feat(customer-web): add web i18n coverage for the booking wizard	Add web i18n coverage for the booking wizard	
dc1a9e0cbc89dc3b031ce59138f3417f414c91e5	dc1a9e0c	2026-09-04	ok	customer-web		feat	customer-web	feat(customer-web): add web i18n coverage for the services route group	Add web i18n coverage for the services route group	
ebc917335725a6cede5e72c0d1bbb1ca4fa3ebce	ebc91733	2026-09-04	ok	customer-web		feat	customer-web	feat(customer-web): add web i18n coverage for the bookings route group	Add web i18n coverage for the bookings route group	
0b0eb7676271f337601fa634c6f58c40f4f2a125	0b0eb767	2026-09-04	ok	customer-web		feat	customer-web	feat(customer-web): add web i18n coverage for the notifications route	Add web i18n coverage for the notifications route	
e8b4f282bf0ae138d6d67bd45ec68c77a4e4087d	e8b4f282	2026-09-03	ok	customer-web		feat	customer-web	feat(customer-web): add full web i18n coverage for the profile route	Add full web i18n coverage for the profile route	
c5ea29c015025608734034d175f319ec87ed51f0	c5ea29c0	2026-09-03	ok	customer-web		feat	customer-web	feat(customer-web): add web i18n coverage for the home route (landing + dashboard)	Add web i18n coverage for the home route (landing + dashboard)	
b128d0d2aef04d6533db4460d99e164908941cd0	b128d0d2	2026-09-03	ok	customer-web	web	feat	customer-web	feat(customer-web): translate register, verify-otp, and protected screens	feat(web): translate register, verify-otp, and protected screens	legacy scope
8e8ce8c8a89f956d9dccbe0df1c08ce3987705a4	8e8ce8c8	2026-09-03	needs_review	customer-mobile,customer-web	i18n	fix			fix(i18n): make English the true default, not device/browser locale	i18n default locale spans web + mobile: shared-web, shared-mobile, or split
a623cf33ba68f96ba979c6313ff5f45bbd9c44c1	a623cf33	2026-09-03	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): translate all 17 remaining profile screens — completes mobile i18n	feat(mobile): translate all 17 remaining profile screens — completes mobile i18n	legacy scope
d71ed4573968e294fd929328b8dadc128f37a9ce	d71ed457	2026-09-03	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): translate services catalog, provider profile, and chat	feat(mobile): translate services catalog, provider profile, and chat	legacy scope
21a7d578595173fb13d48a5b621948712b1cd881	21a7d578	2026-09-03	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): translate the booking wizard, receipt, and cancel flow	feat(mobile): translate the booking wizard, receipt, and cancel flow	legacy scope
4f20db01926c92ae6d43ebcc67e6ae5c5f5b3eb2	4f20db01	2026-09-03	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): translate remaining auth screens into all 10 languages	feat(mobile): translate remaining auth screens into all 10 languages	legacy scope
0d0e06dfd0e933259069e069fa3b6af36460d6ba	0d0e06df	2026-09-03	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): translate onboarding, bookmarks, notifications, offers, popular, search	feat(mobile): translate onboarding, bookmarks, notifications, offers, popular, search	legacy scope
e88d409621969d26f7b023831a4190bb8993f88b	e88d4096	2026-09-03	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): translate the 5 bottom-tab screens into all 10 languages	feat(mobile): translate the 5 bottom-tab screens into all 10 languages	legacy scope
3289378b4de69bd08d517847af9476201efbdd90	3289378b	2026-09-03	overridden	customer-web	web	feat	shared-web	feat(shared-web): add i18n infrastructure with 10-language support	feat(web): add i18n infrastructure with 10-language support	Ruling 1: web i18n infrastructure
2b69997de7de4ef03e23b602773520f41046d1aa	2b69997d	2026-09-03	overridden	customer-mobile	mobile	feat	shared-mobile	feat(shared-mobile): add i18n infrastructure with 10-language support	feat(mobile): add i18n infrastructure with 10-language support	Ruling 1: mobile i18n infrastructure
fb5ddeee0945a41c69a164d477e63bb71432aadb	fb5ddeee	2026-09-03	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): make Edit Profile and Language screens genuinely editable	feat(mobile): make Edit Profile and Language screens genuinely editable	legacy scope
b1fd4219196e70c261c0eba6e0272adff7628b9e	b1fd4219	2026-09-03	ok	backend	backend	feat	backend	feat(backend): expose PATCH /auth/me to wire up the dormant profile-update query	feat(backend): expose PATCH /auth/me to wire up the dormant profile-update query	
e36041f73315885746a07eabd026df6e371b3106	e36041f7	2026-09-03	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): wire forgot-password flow to the real backend	feat(mobile): wire forgot-password flow to the real backend	legacy scope
34fda4e95ce98d7a6aec2a66d61a87646d652399	34fda4e9	2026-09-03	ok	backend	backend	fix	backend	fix(backend): fix plaintext password storage and add real password-reset	fix(backend): fix plaintext password storage and add real password-reset	
54ee8347ba017bafa97a415a8c0ddce8fdc44486	54ee8347	2026-09-03	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): finish end-to-end backend wiring — booking wizard and remaining screens	feat(mobile): finish end-to-end backend wiring — booking wizard and remaining screens	legacy scope
3cd3838ae7193e6e4753e8f65077e85ea768057e	3cd3838a	2026-09-03	ok	customer-mobile	mobile	feat	customer-mobile	feat(customer-mobile): wire auth and core screens to the real backend	feat(mobile): wire auth and core screens to the real backend	legacy scope
47c8bef60773f4ac471be8214d39260950067fe5	47c8bef6	2026-09-02	overridden	customer-web	web	feat	shared-web	feat(shared-web): premium polish for Tabs, Checkbox and Switch primitives	feat(web): premium polish for Tabs, Checkbox and Switch primitives	Ruling 1: shared primitives (Tabs/Checkbox/Switch)
8311323cee4806763358580dc1e8376f789116ed	8311323c	2026-09-02	overridden	customer-web	web	feat	shared-web	feat(shared-web): extend premium polish to hand-rolled dialogs and the booking wizard	feat(web): extend premium polish to hand-rolled dialogs and the booking wizard	Ruling 1: shared dialogs + wizard primitives
