sha_full	sha_short	date	kind	branch_ref	module_ref	old_subject	proposed_subject
c55e479fe15cb6285ac2468e2de2654464bc0494	c55e479f	2026-09-19	page->module	backend-availability-router-fix	web-provider-backend-wiring	Merge page/backend-availability-router-fix into module/web-provider-backend-wiring (availability_router.py was never registered, day-of-week routes crashed)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
bbb022080cb2905ca165fde5956cb81bdb7920d3	bbb02208	2026-09-19	page->module	provider-web-bookings-execution	web-provider-backend-wiring	Merge page/provider-web-bookings-execution into module/web-provider-backend-wiring (wire bookings and job execution to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
831dc838a5ff7a366596d6b93ab3fb6bd786242e	831dc838	2026-09-19	page->module	backend-envelope-fix-wallet-notif	web-provider-backend-wiring	Merge page/backend-envelope-fix-wallet-notif into module/web-provider-backend-wiring (wallet, payout and notification routers missing the standard envelope)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
963fb693992ef8c276a73ce250f72875ebdd7cec	963fb693	2026-09-19	page->module	backend-envelope-fix-9-routers	web-provider-backend-wiring	Merge page/backend-envelope-fix-9-routers into module/web-provider-backend-wiring (9 provider routers never wrapped responses in the standard envelope)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
47d20a6368e37e3a7f759e449ac2e1a4469c78c2	47d20a63	2026-09-19	page->module	provider-web-requests-quotations	web-provider-backend-wiring	Merge page/provider-web-requests-quotations into module/web-provider-backend-wiring (wire requests and quotations to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
a3a88b23a5b0c9bd11a845c4f2ced6c81a28f440	a3a88b23	2026-09-19	page->module	provider-web-dashboard	web-provider-backend-wiring	Merge page/provider-web-dashboard into module/web-provider-backend-wiring (wire dashboard to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
a86aa01efdf471285793904f9509b6e7c79d69dc	a86aa01e	2026-09-19	page->module	provider-web-onboarding	web-provider-backend-wiring	Merge page/provider-web-onboarding into module/web-provider-backend-wiring (wire onboarding to the real 7-step backend flow)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
1e218412efbbaf116369a90e48cf712d35634c76	1e218412	2026-09-19	page->module	backend-payout-methods-fix	web-provider-backend-wiring	Merge page/backend-payout-methods-fix into module/web-provider-backend-wiring (provider payout methods were completely broken)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
c7457f37ec25f6a63fb66ac97ee879ac09d23517	c7457f37	2026-09-19	page->module	backend-file-upload-endpoint	web-provider-backend-wiring	Merge page/backend-file-upload-endpoint into module/web-provider-backend-wiring (generic authenticated file upload/serving endpoint)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
c2d18ce26041b3890744e44f6b802e02859ffced	c2d18ce2	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (security.yml iac job hard-fail fix)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
8b63ceb4e72081c61b23ff1f5af2f8940a485a19	8b63ceb4	2026-09-19	page->module	provider-web-registration-otp	web-provider-backend-wiring	Merge page/provider-web-registration-otp into module/web-provider-backend-wiring (wire provider registration and OTP verification to the real backend)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
d7dce9775527ddebf8986d172f6229142d934415	d7dce977	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (Phase 8 - deploy-production.yml, blue/green, rollback, runbooks)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
2154c047af7d7982e9e0e184d6895d33d4662d8e	2154c047	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (Phase 7 - deploy-staging.yml)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
449d5dedeec6208c438fefe98a3b5f63cc5ecf61	449d5ded	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (Phase 6 - build.yml, hardened Dockerfile, signed artifacts)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
4dafc199a80f8134e83a369235d1f9a5f3a30398	4dafc199	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (real /health/ready readiness probe)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
59b2a0c628dd9a8706174aa8820ad575f7e03dff	59b2a0c6	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (Phase 3 - security.yml, severity policy, exception allowlist)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
7213e168564d13405eb116a378ae3856b6e0ca30	7213e168	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (Phase 2 - pr-checks.yml, CODEOWNERS, PR template, dependabot)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
6b3f89dbcb61c4bc5bb96c21afa1c3989955ff6f	6b3f89db	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (Phase 4 - real RBAC/IDOR/webhook/upload security test suite)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
4e19a3921a7e44984c402100cae294a1e0fcadef	4e19a392	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (verify uploaded file content against declared MIME type)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
3f3f048ff9029824534376f9281f6190052a6c71	3f3f048f	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (Swala webhook crash fix + security headers)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
21fe426fd02046c9962425b012719d350c0a7b7d	21fe426f	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (apply ruff --fix auto-corrections repo-wide)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
eb55d4586446ed059e6b09d8259b542271cc3f1b	eb55d458	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (resolve F821 undefined-name bugs and dead code)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
f0f0e810a6abcf05d6c6a0c508ed8ee1c219b745	f0f0e810	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (Phase 1 - branch protection, secret scanning, credential hygiene)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
8b9d6a8a65000f29d3d21cddc31ea3567cbe93a8	8b9d6a8a	2026-09-19	module->dev	cicd-security-hardening	cicd-security-hardening	Merge module/cicd-security-hardening into dev (CI/CD and Git Security implementation handbook)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
009f14a74fe49980d83bdd3fb4f5bd5edceef315	009f14a7	2026-09-19	page->module	cicd-security-iac-fix	cicd-security-hardening	Merge page/cicd-security-iac-fix into module/cicd-security-hardening (security.yml iac job hard-fail fix)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
a0b99444d616ae8f74a78217b7caf5e9ad0e7fc1	a0b99444	2026-09-19	page->module	cicd-phase8-deploy-production	cicd-security-hardening	Merge page/cicd-phase8-deploy-production into module/cicd-security-hardening (Phase 8 - deploy-production.yml, blue/green, rollback, runbooks)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
07ff5b9478422ab193f6bc040ba313e53ad14263	07ff5b94	2026-09-19	page->module	cicd-phase7-deploy-staging	cicd-security-hardening	Merge page/cicd-phase7-deploy-staging into module/cicd-security-hardening (Phase 7 - deploy-staging.yml)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
0b393e1600b594a23c1e5d6053d72eea3ea114d6	0b393e16	2026-09-19	page->module	cicd-phase6-build	cicd-security-hardening	Merge page/cicd-phase6-build into module/cicd-security-hardening (Phase 6 - build.yml, hardened Dockerfile, signed artifacts)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
5a1cd4d03ae6ad8d4647b07c40eabf2a08a38eae	5a1cd4d0	2026-09-19	page->module	backend-health-ready-probe	cicd-security-hardening	Merge page/backend-health-ready-probe into module/cicd-security-hardening (real /health/ready readiness probe)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
9a8ace13132d5e20daa6cffc7f5c699b2075bcaa	9a8ace13	2026-09-19	page->module	cicd-phase3-security-workflow	cicd-security-hardening	Merge page/cicd-phase3-security-workflow into module/cicd-security-hardening (Phase 3 - security.yml, severity policy, exception allowlist)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
4dbcc993f29cb1c73fa3e057bbbcddb0107f7487	4dbcc993	2026-09-19	page->module	cicd-phase2-pr-checks	cicd-security-hardening	Merge page/cicd-phase2-pr-checks into module/cicd-security-hardening (Phase 2 - pr-checks.yml, CODEOWNERS, PR template, dependabot)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
01c1b87c832436aba5506b1e71381468ad88942e	01c1b87c	2026-09-19	page->module	cicd-phase4-security-tests	cicd-security-hardening	Merge page/cicd-phase4-security-tests into module/cicd-security-hardening (Phase 4 - real RBAC/IDOR/webhook/upload security test suite)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
8367dc053929604a0335dfe7623ec8781b5e62d2	8367dc05	2026-09-19	page->module	backend-upload-mime-verification	cicd-security-hardening	Merge page/backend-upload-mime-verification into module/cicd-security-hardening (verify uploaded file content against declared MIME type)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
b3b92f5b7601217ccd40e94a816895b3e07e1421	b3b92f5b	2026-09-19	page->module	backend-webhook-security-fix	cicd-security-hardening	Merge page/backend-webhook-security-fix into module/cicd-security-hardening (Swala webhook crash fix + security headers)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
4aa9fe395569b69cb69b93272e875b16418ba4a0	4aa9fe39	2026-09-19	page->module	backend-ruff-autofix	cicd-security-hardening	Merge page/backend-ruff-autofix into module/cicd-security-hardening (apply ruff --fix auto-corrections repo-wide)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
b4bd5a7af02f3158b682dc62bbac5b51c02d6dec	b4bd5a7a	2026-09-19	page->module	backend-ruff-undefined-names	cicd-security-hardening	Merge page/backend-ruff-undefined-names into module/cicd-security-hardening (resolve F821 undefined-name bugs and dead code)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
9af1f19ea8439cecc275330592945a137624e454	9af1f19e	2026-09-19	page->module	cicd-phase1-branch-protection	cicd-security-hardening	Merge page/cicd-phase1-branch-protection into module/cicd-security-hardening (Phase 1 - branch protection, secret scanning, credential hygiene)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
3a1b8ba777fe95a357b2ed72b63f14180a22c746	3a1b8ba7	2026-09-19	page->module	cicd-docs-handbook	cicd-security-hardening	Merge page/cicd-docs-handbook into module/cicd-security-hardening (CI/CD and Git Security implementation handbook)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
78fff47d3b97c0945fef27275b398d53d08a8cd2	78fff47d	2026-09-14	other			Merge page/notification-catalogue into dev (notification catalogue + outbox pipeline)	
28c670468e14a16b215a33ff259ace68704bc06a	28c67046	2026-09-14	other			Merge page/provider-sms into dev (SMS integration fix + internal/external restructure)	
43ddee3ab099c1785b6567f77ba45de47d8f6f4c	43ddee3a	2026-09-14	module->dev	provider	provider	Merge module/provider into dev (Phase 54 - Account Closure)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
23971ad65280851338d6b07844ff49fd800ca39a	23971ad6	2026-09-14	page->module	provider-account-closure	provider	Merge page/provider-account-closure into module/provider (Phase 54)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
bffd89cb15a530b9d4bbb9d6038f10e6e14650c3	bffd89cb	2026-09-14	module->dev	provider	provider	Merge module/provider into dev (Phase 53 - Account Restrictions & Status)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
2937b5912bddedae16e656864b004b4eb751c6e6	2937b591	2026-09-14	page->module	provider-account-restrictions	provider	Merge page/provider-account-restrictions into module/provider (Phase 53)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
a5d7a068cf198ed6b55fb2866781ad00d6460d55	a5d7a068	2026-09-14	module->dev	provider	provider	Merge module/provider into dev (Phase 52 - Subscription / Provider Plans)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
f187014eaaa0a8cf7406d49af368130a02d239fb	f187014e	2026-09-14	page->module	provider-subscription	provider	Merge page/provider-subscription into module/provider (Phase 52)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
30d2d938dcbcd425487843042563c2b3433b0b31	30d2d938	2026-09-14	module->dev	provider	provider	Merge module/provider into dev (Phase 51 - Activity & Audit History)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
a586fea7436ba1aceca5bfc5d0206fbe4e9da57e	a586fea7	2026-09-14	page->module	provider-activity-log	provider	Merge page/provider-activity-log into module/provider (Phase 51)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
53630ce5f152b26d4cffd9f2f5ffac7c915c616b	53630ce5	2026-09-14	module->dev	provider	provider	Merge module/provider into dev (Phase 50 - Provider Settings)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
7bc8aafe3ba7c412e3d07a2f40b5ade508e76720	7bc8aafe	2026-09-14	page->module	provider-settings	provider	Merge page/provider-settings into module/provider (Phase 50)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
10dafd5e12d058fb72c3aaaf3941f75e9b9bc600	10dafd5e	2026-09-14	module->dev	provider	provider	Merge module/provider into dev (Phase 49 - Provider Analytics)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
3fd45ce4e96da59533c7f3953fb4c214e8558e04	3fd45ce4	2026-09-14	page->module	provider-analytics	provider	Merge page/provider-analytics into module/provider (Phase 49)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
9e16d450749ee9117c3aa95f5e5428cf4a75081d	9e16d450	2026-09-14	module->dev	provider	provider	Merge module/provider into dev (Phase 48 - Promotions)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
ff9ca0a9ba716210de64073bdbdf5c6f22fd38da	ff9ca0a9	2026-09-14	page->module	provider-promotions	provider	Merge page/provider-promotions into module/provider (Phase 48)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
fa648cf762cf8d9b98466f604f6b1eae5681a89d	fa648cf7	2026-09-14	module->dev	provider	provider	Merge module/provider into dev (Phase 47 - Documents & Compliance)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
013a0beca4e608d43b230322b42eb687a596306f	013a0bec	2026-09-14	module->dev	provider	provider	Merge module/provider into dev (Phase 46 - Equipment & Tools Registry)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
7128e56467e7a336925c0066b7c0eb040fa75016	7128e564	2026-09-14	page->module	provider-documents-compliance	provider	Merge page/provider-documents-compliance into module/provider (Phase 47)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
dc819470c24ac1fc344bc0e1be29a948eeb34b8e	dc819470	2026-09-14	page->module	provider-equipment	provider	Merge page/provider-equipment into module/provider (Phase 46)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
dc0537db18dbe87dc8e08892b9f1cb3207c7fff8	dc0537db	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (Phase 45 - Job Assignment)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
b0a4ce1168f31934d4d5b61da4a4acf527719c55	b0a4ce11	2026-09-13	page->module	provider-job-assignment	provider	Merge page/provider-job-assignment into module/provider (Phase 45)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
f29a30469ebc60bb2e76b755a048be8ac3fa1722	f29a3046	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (Phase 44 - Team Management)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
3b611438f7eecff16dee3f7405ec5c835050a4da	3b611438	2026-09-13	page->module	provider-team-management	provider	Merge page/provider-team-management into module/provider (Phase 44)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
3608772cd1036426f83852ee0eda190eb4a7f1d1	3608772c	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (Phase 43 - Business Customers & Negotiated Rates)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
66afb7824a7be1092f2fd8ec6ec9891517195f5d	66afb782	2026-09-13	page->module	provider-business-customers	provider	Merge page/provider-business-customers into module/provider (Phase 43)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
f4d1a39183febc3c8c7e32909a66d21b75b444cb	f4d1a391	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (Phase 42 - Recurring Customers)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
9445780dff7ca0d7785cd968b4de9ac3b1fa2dcd	9445780d	2026-09-13	page->module	provider-recurring-customers	provider	Merge page/provider-recurring-customers into module/provider (Phase 42)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
f1669f1f3ee64202f6950b1cf5985caa6067eb08	f1669f1f	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (Phase 41 - Safety & Incident Reporting)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
f7bf32d6b2e9f219cc1cb36878ca8756a90ffd31	f7bf32d6	2026-09-13	page->module	provider-safety-reports	provider	Merge page/provider-safety-reports into module/provider (Phase 41)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
67c3bccebee1d7b7beb4097e08c37aa9e62e67a5	67c3bcce	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (Phase 40 - Provider Support + Modules 32-39 runtime fixes)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
c811036462bde16aae7c47fc5a526915f614e251	c8110364	2026-09-13	page->module	provider-support	provider	Merge page/provider-support into module/provider (Phase 40 + audit fixes)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
13b56b155be998c1a0f4d11e3e1abc4fe3ff454e	13b56b15	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (provider audit fixes)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
636184aa967aa23bee3cdb9b3eacafdab47b43c5	636184aa	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (Phase 39)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
56e8a8abb45898e4087a3a136f492b10d4ced52c	56e8a8ab	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (Phase 38 fix)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
e19a4e5560d97039b9b58af7a5501537ed755302	e19a4e55	2026-09-13	other			Merge customer-side security/business-logic audit fixes into dev	
a402a4498e8863d365fca1b6e1a995dd35a12b6d	a402a449	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (Phase 37)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
4118ea15d70ac53fdfa95d838172719f0b80fadd	4118ea15	2026-09-13	module->dev	provider	provider	Merge module/provider into dev (Phase 36)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
434015eb4ac00fe2c2f32e6aa9868de9cc680411	434015eb	2026-09-12	module->dev	provider	provider	Merge module/provider into dev (Phase 35)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
dcf2bf5028d227ca113927bc43b3a1aabdb87b56	dcf2bf50	2026-09-12	module->dev	provider	provider	Merge module/provider into dev (Phase 34)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
48c3325340d8c29d07ea874300080b4f7b696540	48c33253	2026-09-12	module->dev	provider	provider	Merge module/provider into dev (Phase 33)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
01ee2198a911f3ffb7c682287e03620eca30316e	01ee2198	2026-09-12	module->dev	provider	provider	Merge module/provider into dev (Phase 32)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
f3d65e3871fe7a1f076b4e0236053829b63563c5	f3d65e38	2026-09-12	module->dev	user-account	user-account	Merge module/user-account into dev (Phases 2-6: property lifecycle)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
7501239e864b824558e8817411dbe395b97f3cb5	7501239e	2026-09-12	page->module	user-property-lifecycle	user-account	Merge page/user-property-lifecycle into module/user-account (Phases 2-6)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
cc8a3f7ba38e38fbd29f013d63497388ab883f20	cc8a3f7b	2026-09-12	page->module	user-onboarding	user-account	merge: page/user-onboarding into module/user-account (Phases 1, 8)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
897893260a0f229fe2d8eba8d23fd4eaeb2adbf9	89789326	2026-09-12	module->dev	user-account	user-account	merge: module/user-account into dev (Phases 1, 8: customer onboarding + change request approval)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
d75dd70e2267e1239bf2032667fce85fadc3ad15	d75dd70e	2026-09-12	module->dev	provider	provider	Merge module/provider into dev (Phase 30)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
8b0a621da7e7947e6f23010cae225093cea9ee6e	8b0a621d	2026-09-11	module->dev	provider	provider	Merge module/provider into dev (Phase 29: provider wallet)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
5a41ffe27a6c2c63a14e0ddbe98246a67575af50	5a41ffe2	2026-09-11	module->dev	provider	provider	Merge module/provider into dev (Phase 28: provider earnings)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
cdbadd9c40e0c6fec5bd30243bc36e0cec612129	cdbadd9c	2026-09-20	module->dev	provider	provider	Merge module/provider into dev (Phase 27: final billing)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
0b46878c8c9e565bc8a24812b12f8113856b9171	0b46878c	2026-09-20	module->dev	provider	provider	Merge module/provider into dev (Phase 25-26: completion reviews)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
150e3b425be82d0c5a2efc5dac270dad64358867	150e3b42	2026-09-13	page->module	provider-safety	provider	Merge page/provider-safety into module/provider (audit fixes)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
bc6b64d2eeebe691a439d3ec2d34ae06500d451b	bc6b64d2	2026-09-13	page->module	provider-disputes	provider	Merge page/provider-disputes into module/provider (Phase 39)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
3a619fdbb292ca6dba15a3ea806da0ecd4642cf7	3a619fdb	2026-09-13	page->module	provider-dsl-requests	provider	Merge page/provider-dsl-requests into module/provider (Phase 38 fix)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
cf687b1244356125d18815eb0d05ed63f3bce493	cf687b12	2026-09-13	page->module	provider-dsl-requests	provider	Merge page/provider-dsl-requests into module/provider (Phase 38)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
daf08597edfc7a16b9f47a6c9df2afc7b1461ce0	daf08597	2026-09-13	page->module	provider-notifications	provider	Merge page/provider-notifications into module/provider (Phase 37)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
5aa96c92087b87f2e4fb680f8df689afbd29429b	5aa96c92	2026-09-13	page->module	provider-portfolio	provider	Merge page/provider-portfolio into module/provider (Phase 36)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
ea3a521393089bfeeb00a9bce2d9bf93fdfea693	ea3a5213	2026-09-12	page->module	provider-ranking	provider	Merge page/provider-ranking into module/provider (Phase 35)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
ac6dd88ef26e0bd6ecde989254553b5d59b0c61b	ac6dd88e	2026-09-12	page->module	provider-kpis	provider	Merge page/provider-kpis into module/provider (Phase 34)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
0a291d1446d45a5f327f21340c5a2810e9808d68	0a291d14	2026-09-12	page->module	provider-reviews	provider	Merge page/provider-reviews into module/provider (Phase 33)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
302d7cf3479baddcc9e8ebdff58c6a78b36ce688	302d7cf3	2026-09-12	page->module	provider-invoices	provider	Merge page/provider-invoices into module/provider (Phase 32)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
3032f136d3b267ec1bb5e2ebd724a8cc5bd7c211	3032f136	2026-09-12	page->module	provider-payouts	provider	Merge page/provider-payouts into module/provider	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
905387c4f4aeb99d3c7783071a81f64ac59a9fc7	905387c4	2026-09-12	page->module	provider-payouts	provider	Merge page/provider-payouts into module/provider (Phase 30)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
2aa1ae955760895ac68e393c7f0fc4936c8bef84	2aa1ae95	2026-09-11	page->module	provider-wallet	provider	Merge page/provider-wallet into module/provider (Phase 29)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
e439148c2841f27f4b6bb6a90a3cba88e548f6d3	e439148c	2026-09-11	page->module	provider-earnings	provider	Merge page/provider-earnings into module/provider (Phase 28)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
8bff5d59b10bf7ed53def6eca5149877b32584c5	8bff5d59	2026-09-11	page->module	provider-final-billing	provider	Merge page/provider-final-billing into module/provider (Phase 27)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
fc5a51ab9a9b85ab75644afdcc8c7c3d62360908	fc5a51ab	2026-09-11	page->module	provider-completion-reviews	provider	Merge page/provider-completion-reviews into module/provider (Phases 25-26)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
3bfc6518c53f3989c9131b114118b87b322958c0	3bfc6518	2026-09-10	module->dev	provider	provider	Merge module/provider into dev (roadmap: PRV-24 done, PRV-25 next)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
75eaea86514aeb9f6e2f4efadb649e0d8154cdac	75eaea86	2026-09-10	page->module	provider-roadmap-prv24	provider	Merge page/provider-roadmap-prv24 into module/provider (roadmap: PRV-24 done, PRV-25 next)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
5002bc21f653fc7b4e1a025620732ffbc2702cd9	5002bc21	2026-09-10	module->dev	provider	provider	Merge module/provider into dev (Phase 24: materials & expenses)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
43fe23670a5d1cd8f9b9c8e6c56c1ea2b0524135	43fe2367	2026-09-10	page->module	provider-materials-expenses	provider	Merge page/provider-materials-expenses into module/provider (Phase 24: materials & expenses)	Merge page/<<new-page>> into module/<<new-module>> (<<scope>>: <<feature>>)
1638b0561b832d64ae04b972b8203fa4a560cf1f	1638b056	2026-09-10	module->dev	provider	provider	Merge module/provider into dev (roadmap: PRV-23 done, PRV-24 next)	Merge module/<<new-module>> into dev (<<scope>>: <<feature>>)
